1,0
4,0
6,0
8,1
9,0
10,0
11,0
13,0
14,0
15,0
17,0
18,0
20,0
22,0
23,0
27,0
29,0
30,0
31,0
33,0
34,0
37,0
39,1
40,0
41,0
43,0
44,0
47,0
48,0
49,0
50,0
52,0
53,0
57,0
58,0
59,0
61,0
64,0
68,0
69,0
70,0
71,0
72,0
76,1
77,1
80,0
85,1
87,0
92,0
97,0
98,0
101,0
104,0
106,0
107,0
109,0
113,0
117,0
118,0
119,1
121,0
124,0
125,0
128,1
132,0
133,0
134,1
135,0
137,0
138,0
139,0
141,0
144,0
145,0
147,0
148,0
149,0
156,0
157,0
158,0
161,0
162,0
169,0
173,0
175,0
179,1
182,0
187,0
188,0
189,0
191,0
192,0
194,1
195,0
196,0
200,0
202,0
204,0
206,0
211,0
215,0
217,0
218,0
220,0
223,1
224,0
226,0
227,0
228,0
229,0
232,0
233,0
234,0
235,0
238,0
240,0
242,0
244,0
245,0
248,0
249,0
250,0
251,0
252,0
253,1
254,1
259,0
260,0
261,0
262,0
263,0
264,1
267,0
269,0
270,0
271,0
276,0
279,0
283,0
285,0
286,0
287,1
289,1
290,0
294,0
295,0
296,0
298,0
299,0
300,0
302,0
303,0
305,0
306,0
309,0
310,0
311,0
314,0
316,0
317,0
320,1
322,0
326,0
330,0
332,1
333,1
338,0
342,0
344,0
345,1
346,0
349,0
351,0
352,0
353,0
354,0
357,0
359,0
360,0
361,0
366,0
369,0
376,0
379,0
380,0
381,0
384,0
385,0
386,0
390,0
391,0
392,0
393,0
396,0
398,0
399,0
402,0
405,0
406,0
410,0
411,0
413,0
414,0
415,0
418,0
422,0
425,0
426,0
427,0
431,0
436,0
438,0
440,1
441,0
442,0
443,1
444,0
446,0
452,0
453,0
454,0
455,1
456,0
457,0
458,0
459,0
461,1
463,0
465,0
472,0
474,0
475,0
476,0
477,0
478,0
480,0
482,0
483,0
485,0
486,0
487,0
488,1
489,0
490,0
491,0
493,0
496,0
499,0
500,0
501,0
502,0
503,0
505,1
506,0
507,0
512,1
513,0
514,0
516,0
517,0
518,0
519,0
520,1
521,1
522,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
535,0
536,0
538,0
541,0
543,0
545,0
546,0
547,0
548,0
553,0
557,0
558,0
559,0
562,0
563,0
564,0
565,1
566,1
567,0
568,0
569,0
570,0
572,0
574,1
575,1
576,0
578,0
579,0
581,0
582,0
585,0
587,0
588,0
589,0
593,1
596,0
597,0
599,0
600,0
601,0
602,0
609,0
610,1
615,0
616,0
618,1
619,0
620,0
621,1
628,0
629,0
633,1
634,0
635,0
636,0
638,0
641,1
642,1
643,0
646,0
648,0
651,0
652,0
653,0
654,0
655,0
657,0
661,0
663,0
665,0
666,0
667,0
668,0
670,1
672,0
674,0
675,0
676,0
677,0
678,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
690,0
692,0
700,1
701,0
702,0
703,0
704,0
706,0
708,0
710,1
711,0
712,0
713,0
715,1
716,0
719,0
720,0
721,1
722,0
723,0
725,0
727,0
728,0
731,0
733,0
735,0
743,0
745,0
746,0
748,0
751,0
752,0
757,0
758,1
762,0
764,0
766,0
768,0
775,0
776,0
778,0
779,0
781,0
783,1
784,0
788,0
789,0
791,1
792,0
793,0
794,0
795,0
799,0
803,0
805,1
806,0
810,0
812,0
815,0
817,0
818,0
819,1
820,1
822,0
825,0
826,0
828,1
829,0
831,0
832,0
836,0
838,0
840,0
841,0
842,0
846,0
847,0
849,0
850,0
852,0
855,0
861,0
862,0
864,0
867,0
868,0
874,0
876,0
878,1
879,0
880,0
882,0
883,1
884,0
886,0
890,0
891,0
892,1
895,1
896,0
897,0
898,0
899,0
900,0
904,0
905,0
906,0
909,0
910,0
912,0
913,0
914,0
916,0
917,1
918,0
921,0
923,0
924,0
926,0
927,0
933,0
934,1
935,0
936,0
937,0
938,0
939,0
940,0
942,0
943,0
944,0
946,0
949,0
951,0
