1,0
4,0
6,0
8,1
9,1
10,0
11,1
13,1
14,1
15,1
17,1
18,1
20,1
22,0
23,1
27,1
29,1
30,0
31,0
33,0
34,1
37,1
39,0
40,1
41,0
43,1
44,1
47,0
48,0
49,1
50,0
52,0
53,0
57,1
58,0
59,1
61,1
64,0
68,0
69,1
70,0
71,0
72,1
76,0
77,0
80,1
85,0
87,1
92,0
97,0
98,1
101,1
104,0
106,0
107,0
109,0
113,0
117,1
118,0
119,0
121,0
124,0
125,1
128,0
132,1
133,1
134,0
135,1
137,1
138,1
139,1
141,1
144,1
145,1
147,1
148,1
149,0
156,0
157,1
158,1
161,0
162,1
169,0
173,1
175,1
179,0
182,1
187,0
188,1
189,0
191,1
192,0
194,1
195,1
196,0
200,0
202,0
204,0
206,0
211,0
215,0
217,1
218,0
220,0
223,1
224,1
226,1
227,0
228,0
229,0
232,0
233,0
234,0
235,1
238,1
240,0
242,0
244,1
245,1
248,1
249,0
250,0
251,0
252,1
253,1
254,0
259,1
260,1
261,1
262,1
263,0
264,1
267,0
269,0
270,0
271,1
276,0
279,1
283,0
285,0
286,1
287,1
289,0
290,1
294,1
295,1
296,0
298,1
299,0
300,0
302,0
303,1
305,0
306,1
309,1
310,0
311,0
314,1
316,1
317,0
320,1
322,1
326,0
330,0
332,0
333,1
338,1
342,0
344,0
345,1
346,1
349,1
351,0
352,1
353,1
354,1
357,1
359,0
360,1
361,1
366,1
369,0
376,0
379,0
380,0
381,1
384,1
385,0
386,1
390,0
391,0
392,0
393,1
396,1
398,1
399,1
402,0
405,0
406,0
410,0
411,0
413,0
414,1
415,1
418,0
422,1
425,1
426,1
427,0
431,0
436,1
438,0
440,1
441,0
442,0
443,1
444,0
446,0
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
461,1
463,1
465,0
472,1
474,0
475,1
476,0
477,1
478,0
480,0
482,0
483,1
485,0
486,0
487,1
488,0
489,1
490,1
491,1
493,1
496,0
499,0
500,1
501,0
502,0
503,0
505,1
506,0
507,0
512,1
513,0
514,0
516,1
517,0
518,0
519,1
520,0
521,1
522,0
526,0
527,0
528,1
529,0
530,0
531,1
532,0
533,1
535,1
536,1
538,0
541,1
543,0
545,0
546,1
547,0
548,1
553,1
557,0
558,0
559,1
562,0
563,1
564,0
565,0
566,0
567,1
568,1
569,1
570,0
572,0
574,0
575,1
576,1
578,1
579,1
581,1
582,0
585,0
587,0
588,0
589,0
593,0
596,1
597,1
599,1
600,1
601,0
602,0
609,1
610,1
615,0
616,1
618,0
619,0
620,0
621,0
628,0
629,0
633,1
634,0
635,0
636,1
638,1
641,1
642,0
643,0
646,1
648,0
651,1
652,1
653,0
654,1
655,1
657,0
661,0
663,0
665,0
666,0
667,0
668,1
670,0
672,1
674,1
675,1
676,0
677,0
678,1
682,1
683,0
684,0
685,0
686,0
687,1
688,0
690,0
692,1
700,0
701,0
702,0
703,0
704,1
706,0
708,0
710,1
711,0
712,0
713,1
715,0
716,1
719,1
720,1
721,0
722,0
723,0
725,0
727,0
728,0
731,1
733,0
735,1
743,0
745,1
746,1
748,0
751,0
752,0
757,1
758,0
762,1
764,1
766,0
768,0
775,1
776,1
778,0
779,1
781,0
783,0
784,1
788,0
789,0
791,0
792,1
793,1
794,0
795,1
799,1
803,1
805,0
806,0
810,0
812,1
815,0
817,1
818,0
819,0
820,0
822,0
825,1
826,1
828,1
829,1
831,0
832,0
836,0
838,1
840,0
841,0
842,1
846,0
847,1
849,0
850,1
852,0
855,0
861,0
862,0
864,1
867,1
868,0
874,1
876,1
878,1
879,0
880,0
882,0
883,0
884,0
886,1
890,1
891,1
892,1
895,0
896,1
897,1
898,0
899,1
900,1
904,0
905,0
906,0
909,1
910,0
912,0
913,1
914,1
916,1
917,1
918,1
921,1
923,1
924,1
926,1
927,0
933,0
934,1
935,0
936,1
937,0
938,0
939,1
940,1
942,0
943,0
944,0
946,1
949,1
951,0
